"Child_ID","Region","Urbanicity","Gender","C1_Reading","C1_Math","C2_Reading","C2_Math","C4_Reading","C4_Math","C5_Reading","C5_Math","C6_Reading","C6_Math","C7_Reading","C7_Math","P2_Family_Type","WK_Income","Parent_Education","Non_Home_English_Speaker","Full_Time_Program"
"1221015C",4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65000,1,NA,0
"1221016C",4,2,1,33,22,41,34,65,56,97,69,125,89,138,137,1,1e+05,2,0,0
"1221017C",4,2,0,47,32,86,39,127,92,167,148,190,151,198,168,1,145000,2,0,0
"1221018C",4,2,0,34,25,50,32,94,57,147,113,170,146,194,169,1,225000,1,0,0
"1221019C",4,2,0,39,40,57,37,94,108,165,131,184,146,204,162,1,135000,2,0,0
"1221020C",4,2,1,33,21,53,40,77,49,147,103,NA,NA,NA,NA,1,90000,1,0,0
"1221021C",4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,2,NA,0
"1221022C",4,2,0,41,32,66,39,NA,NA,NA,NA,NA,NA,NA,NA,1,1e+05,1,0,0
"1221023C",4,2,1,34,27,55,34,81,59,129,93,163,117,186,126,2,98000,1,0,0
"1221024C",4,2,1,45,29,62,34,92,66,148,114,NA,NA,201,159,1,60000,1,0,0
"1222001C",4,2,1,38,26,45,45,74,57,120,116,149,138,NA,NA,2,45000,1,0,0
"1222002C",4,2,0,38,22,42,33,109,62,124,116,147,130,189,159,1,85000,2,1,0
"1222003C",4,2,1,87,52,107,56,126,81,148,139,183,165,198,169,1,150000,2,0,0
"1222004C",4,2,0,39,33,52,47,105,62,146,121,163,144,174,161,1,125000,1,0,0
"1222005C",4,2,1,51,38,55,53,87,94,155,122,183,141,NA,NA,1,60000,1,0,0
"1222006C",4,2,1,32,23,45,35,69,65,147,116,NA,NA,NA,NA,1,3e+05,1,0,0
"1222007C",4,2,0,32,23,51,29,NA,NA,NA,NA,NA,NA,NA,NA,1,70000,1,0,0
"1222008C",4,2,1,38,20,50,36,71,56,111,78,147,95,164,128,1,85000,2,0,0
"1222010C",4,2,0,40,26,50,36,104,67,130,93,NA,NA,NA,NA,1,1e+05,1,0,0
"1222011C",4,2,0,45,35,55,57,75,96,141,129,167,152,208,172,1,55000,1,0,0
"1222012C",4,2,0,34,23,50,33,88,62,89,48,141,132,162,152,1,80000,1,0,0
"1222013C",4,2,1,41,25,51,40,106,80,167,105,146,120,191,149,4,1e+05,1,0,0
"1222014C",4,2,1,52,34,102,40,126,73,165,127,184,137,197,166,1,70000,2,0,0
"1222015C",4,2,1,35,32,49,42,97,82,NA,NA,NA,NA,171,158,1,160000,2,0,0
"1222016C",4,2,1,51,42,68,51,107,65,147,140,184,143,193,161,1,90000,1,0,0
"1222017C",4,2,1,36,29,44,42,72,70,139,105,168,131,189,163,1,1e+05,1,0,0
"1222018C",4,2,0,46,34,48,41,104,64,147,86,166,131,NA,NA,2,135000,1,0,0
"1222019C",4,2,1,40,21,49,35,66,47,99,71,102,93,134,113,1,80000,1,0,0
"1222020C",4,2,1,38,35,50,49,81,75,132,110,161,126,NA,NA,1,75000,1,0,0
"1222021C",4,2,0,46,29,64,51,89,97,128,130,161,159,180,169,1,80000,1,0,0
"1222022C",4,2,1,43,32,51,46,92,85,152,138,NA,NA,NA,NA,1,80000,1,0,0
"1222023C",4,2,1,42,31,65,39,118,57,131,89,166,121,196,144,2,83000,0,1,0
"1222040C",NA,NA,0,NA,NA,NA,NA,105,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223001C",4,2,0,NA,12,28,16,56,29,58,58,85,75,NA,NA,3,9500,0,0,0
"1223002C",4,2,1,26,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,NA,NA
"1223003C",4,2,0,25,15,28,17,62,55,77,75,116,109,NA,NA,4,39000,0,0,0
"1223004C",4,2,0,24,13,24,19,46,40,85,75,NA,NA,NA,NA,2,8000,0,0,0
"1223005C",4,2,0,23,19,38,26,NA,NA,NA,NA,NA,NA,NA,NA,3,40000,0,0,0
"1223006C",4,2,0,27,21,46,36,76,65,143,126,168,147,201,170,1,12000,0,0,0
"1223007C",4,2,1,34,23,48,33,78,67,145,111,158,133,NA,NA,1,37000,0,0,0
"1223008C",4,2,0,NA,12,NA,15,57,48,65,85,109,120,110,123,1,15000,0,1,0
"1223009C",4,2,0,23,17,42,22,NA,NA,NA,NA,NA,NA,NA,NA,3,11000,0,0,0
"1223010C",4,2,1,29,18,47,30,90,66,124,88,NA,NA,NA,NA,2,31200,1,0,0
"1223011C",4,2,1,26,12,33,23,53,37,104,80,144,119,139,128,1,24000,0,0,0
"1223012C",4,2,0,24,19,46,34,70,55,145,107,159,133,NA,NA,1,12000,0,0,0
"1224001C",4,2,0,24,14,33,23,NA,NA,NA,NA,NA,NA,NA,NA,1,90000,0,0,0
"1224002C",4,2,0,27,16,38,24,72,49,127,103,NA,NA,NA,NA,NA,NA,NA,0,0
"1224003C",4,2,1,34,23,49,30,NA,NA,NA,NA,NA,NA,NA,NA,1,60000,1,0,0
"1224004C",4,2,1,34,25,47,38,122,57,NA,NA,NA,NA,NA,NA,1,48000,0,0,0
"1224005C",4,2,0,24,16,25,14,40,33,NA,NA,NA,NA,NA,NA,3,14000,0,0,0
"1224006C",4,2,0,27,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224007C",4,2,1,24,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000,0,NA,NA
"1224008C",4,2,1,29,30,44,48,NA,NA,NA,NA,NA,NA,NA,NA,1,24000,0,0,0
"1224009C",4,2,0,24,16,39,21,48,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1224010C",4,2,0,24,15,41,21,75,51,NA,NA,NA,NA,NA,NA,1,24000,1,0,0
"1224011C",4,2,1,29,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,1,NA,NA
"1224012C",4,2,1,32,21,42,30,80,56,133,119,NA,NA,NA,NA,1,30000,1,0,0
"1224014C",4,2,0,22,21,41,30,78,51,NA,NA,NA,NA,NA,NA,1,12000,0,0,0
"1224015C",4,2,0,28,16,43,30,74,47,NA,NA,126,130,NA,NA,1,40000,0,0,0
"1224016C",4,2,1,28,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1224017C",4,2,1,25,12,33,17,42,38,NA,NA,NA,NA,NA,NA,3,32000,0,0,0
"1224018C",4,2,1,24,24,42,26,46,38,147,82,160,136,179,127,1,15000,0,0,0
"1224019C",4,2,0,22,15,29,25,47,34,88,70,NA,NA,NA,NA,1,7000,1,0,0
"1224020C",4,2,0,24,19,38,39,78,59,NA,NA,NA,NA,NA,NA,NA,26000,1,0,0
"1224021C",4,2,0,23,15,26,20,44,33,NA,NA,NA,NA,NA,NA,NA,26500,0,0,0
"1224022C",4,2,1,23,12,29,18,50,39,106,75,146,91,163,115,1,22000,0,0,0
"1224023C",4,2,1,22,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224024C",4,2,0,26,15,33,21,45,37,125,79,NA,NA,NA,NA,2,0,0,0,0
"1228001C",4,2,1,NA,13,NA,25,48,50,NA,NA,NA,NA,NA,NA,1,13000,0,1,0
"1228003C",4,2,1,42,35,60,43,90,64,113,116,151,151,171,168,3,60000,1,0,0
"1228004C",4,2,1,35,27,48,34,91,59,NA,NA,183,126,156,154,1,2e+05,2,0,0
"1228005C",4,2,0,28,25,38,40,66,57,121,120,164,134,184,164,1,1e+05,1,0,0
"1228006C",4,2,1,38,25,41,32,74,50,124,80,162,106,177,119,2,95000,2,0,0
"1228007C",4,2,0,33,35,50,47,102,103,157,134,194,158,NA,NA,1,70000,2,0,0
"1228008C",4,2,1,39,30,46,40,92,67,NA,NA,NA,NA,NA,NA,1,2e+05,1,0,0
"1228009C",4,2,0,26,22,37,32,66,54,128,84,153,105,NA,NA,NA,NA,NA,0,0
"1228010C",4,2,1,38,28,53,48,105,108,133,132,154,152,164,166,1,170000,1,0,0
"1228011C",4,2,0,39,22,52,37,82,63,112,102,135,118,156,135,4,13000,0,1,0
"1228012C",4,2,1,33,18,44,29,67,66,120,88,164,137,173,154,1,33000,0,0,0
"1228013C",4,2,0,NA,13,33,27,67,56,118,95,142,129,180,150,1,28000,1,1,0
"1228014C",4,2,1,NA,15,38,22,53,51,88,87,126,118,118,127,2,20000,0,1,0
"1228016C",4,2,0,34,31,42,34,76,44,127,89,NA,NA,NA,NA,1,140000,2,0,0
"1228017C",4,2,1,30,20,38,30,NA,NA,NA,NA,NA,NA,NA,NA,3,45000,1,0,NA
"1228018C",4,2,0,38,32,56,39,NA,NA,NA,NA,NA,NA,NA,NA,4,250000,2,0,0
"1228019C",4,2,0,35,24,52,39,76,58,128,116,NA,NA,NA,NA,1,60000,1,0,0
"1228021C",4,2,1,NA,12,NA,18,NA,56,78,55,107,94,124,118,1,30000,0,1,0
"1228022C",4,2,1,34,26,45,42,NA,NA,NA,NA,NA,NA,NA,NA,1,114000,2,0,0
"1228023C",4,2,1,24,16,39,24,57,46,104,98,151,125,NA,NA,1,70000,1,0,0
"1228024C",4,2,0,27,24,42,35,NA,NA,NA,NA,NA,NA,NA,NA,1,35000,0,0,0
"1229001C",4,2,1,25,16,37,32,NA,NA,NA,NA,NA,NA,NA,NA,1,38000,1,0,0
"1229003C",4,2,1,32,22,38,28,74,61,128,95,158,134,174,165,1,80000,1,0,0
"1229004C",4,2,0,32,22,41,30,99,61,132,122,NA,NA,NA,NA,1,16000,1,0,0
"1229005C",4,2,1,46,43,55,48,108,67,158,129,176,149,197,164,1,150000,1,0,0
"1229006C",4,2,1,26,19,48,44,65,61,125,83,165,118,183,138,1,35000,1,0,0
"1229007C",4,2,0,43,40,55,64,78,85,140,131,NA,NA,NA,NA,1,60000,1,1,0
"1229008C",4,2,0,31,24,46,48,79,52,126,109,144,136,156,149,2,35000,1,0,0
"1229009C",4,2,1,40,26,44,27,67,44,104,72,143,102,NA,NA,1,82000,0,0,0
"1229010C",4,2,0,35,23,42,29,71,63,NA,NA,NA,NA,NA,NA,1,65000,1,0,0
"1229012C",4,2,0,37,41,57,74,110,113,173,151,NA,NA,NA,NA,1,60000,1,0,0
"1229013C",4,2,0,38,24,50,43,66,90,155,130,167,160,198,169,1,90000,1,0,0
"1229015C",4,2,1,28,17,39,29,53,44,NA,NA,NA,NA,NA,NA,3,10800,0,0,0
"1229016C",4,2,0,39,32,51,45,64,62,91,102,124,131,NA,NA,4,30000,0,0,0
"1229018C",4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,0,NA,0
"1229019C",4,2,0,27,19,36,27,58,49,112,77,127,103,NA,NA,1,1e+05,0,0,0
"1229020C",4,2,0,35,21,40,34,64,58,107,50,138,91,NA,NA,1,80000,1,0,0
"1229021C",4,2,0,31,20,40,33,NA,NA,82,72,106,88,124,120,1,55000,2,0,0
"1229024C",4,2,1,44,25,48,32,76,64,119,87,NA,NA,NA,NA,3,44000,0,0,0
"1231002C",4,2,0,30,29,49,74,90,93,129,134,150,162,NA,NA,1,45000,1,0,0
"1231003C",4,2,0,32,30,51,50,NA,NA,NA,NA,NA,NA,NA,NA,1,69700,1,0,0
"1231004C",4,2,0,35,41,60,72,NA,NA,NA,NA,NA,NA,NA,NA,1,80000,1,0,0
"1231006C",4,2,0,48,30,77,61,127,111,NA,NA,NA,NA,NA,NA,1,1e+05,2,1,0
"1231007C",4,2,1,39,24,49,38,96,66,127,93,NA,NA,NA,NA,1,55000,1,0,0
"1231008C",4,2,0,33,28,56,55,73,93,132,129,144,142,173,162,1,90000,0,0,0
"1231009C",4,2,1,25,16,27,19,59,59,106,102,165,146,NA,NA,1,78000,1,0,0
"1231010C",4,2,0,50,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38000,1,NA,0
"1231011C",4,2,1,55,39,66,47,105,116,130,107,166,139,175,155,1,150000,1,0,0
"1231012C",4,2,0,26,17,33,32,64,49,98,85,109,99,NA,NA,1,60000,0,0,0
"1231013C",4,2,0,32,29,41,36,84,65,145,85,160,143,158,144,1,75000,1,0,0
"1231014C",4,2,1,46,32,57,36,NA,NA,NA,NA,NA,NA,NA,NA,2,50000,1,0,0
"1231015C",4,2,0,42,31,54,55,76,69,NA,NA,NA,NA,NA,NA,1,120000,1,0,0
"1231016C",4,2,1,35,29,50,38,76,80,87,79,NA,NA,NA,NA,1,130000,1,0,0
"1231017C",4,2,1,32,18,40,28,79,62,113,76,127,103,166,123,1,81000,1,0,0
"1231019C",4,2,1,32,22,45,39,64,64,126,86,136,104,NA,NA,3,35000,1,0,0
"1231020C",4,2,1,NA,NA,45,36,75,62,NA,NA,NA,NA,NA,NA,1,28000,1,0,0
"1231021C",4,2,0,86,50,100,58,NA,NA,NA,NA,NA,NA,NA,NA,2,90000,1,0,0
"1231022C",4,2,0,49,38,55,59,88,92,129,139,156,141,NA,NA,1,50000,1,0,0
"1231023C",4,2,0,28,21,56,49,NA,NA,NA,NA,NA,NA,NA,NA,1,32000,1,0,0
"1231024C",4,2,0,41,32,46,53,83,109,149,143,166,153,175,158,4,54000,1,0,0
"1236001C",4,2,0,35,30,39,45,89,86,121,108,150,148,187,169,1,32000,2,0,0
"1236002C",4,2,1,38,34,51,40,121,75,164,105,187,132,172,148,1,110000,2,0,0
"1236003C",4,2,1,31,22,44,33,69,67,146,103,150,134,NA,NA,1,64000,2,0,0
"1236004C",4,2,1,33,21,43,29,73,60,113,94,NA,NA,187,143,3,50000,1,0,0
"1236005C",4,2,0,60,60,47,87,107,94,147,134,190,165,202,172,1,54000,1,0,0
"1236006C",4,2,1,35,21,51,34,98,66,145,91,148,126,NA,NA,1,150000,2,0,0
"1236007C",4,2,0,41,28,44,39,105,73,166,122,192,137,NA,NA,3,1e+05,1,0,0
"1236008C",4,2,0,44,33,49,47,90,110,144,121,161,156,183,154,1,12000,2,0,0
"1236009C",4,2,0,28,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,120000,1,NA,NA
"1236011C",4,2,1,33,26,45,47,73,76,108,129,188,164,197,165,1,160000,1,0,0
"1236013C",4,2,1,31,24,42,31,78,65,133,97,163,119,166,129,3,5e+05,1,0,0
"1236014C",4,2,1,27,25,45,31,58,56,126,102,164,135,NA,NA,1,150000,1,0,0
"1236015C",4,2,1,33,28,54,53,107,79,165,103,190,136,189,151,1,5e+05,2,0,0
"1236016C",4,2,0,39,32,50,49,108,108,167,124,188,160,198,156,1,5e+05,1,0,0
"1236017C",4,2,0,32,27,51,48,119,101,153,119,NA,NA,NA,NA,1,115000,2,0,0
"1236018C",4,2,1,40,35,49,46,88,73,152,116,149,141,NA,NA,1,70000,2,0,0
"1236019C",4,2,1,31,24,43,40,76,62,130,71,148,105,NA,NA,1,1e+05,1,0,0
"1236020C",4,2,0,28,33,45,42,79,82,148,129,160,143,171,161,1,45000,1,0,0
"1236021C",4,2,0,26,22,31,23,NA,NA,104,80,146,127,133,135,1,50000,1,0,0
"1236022C",4,2,1,33,22,42,26,87,55,118,74,153,118,NA,NA,1,170000,2,0,0
"1236023C",4,2,1,37,28,47,30,90,75,134,101,167,133,177,127,1,65000,1,0,0
"1236024C",4,2,0,36,25,40,30,78,64,148,127,166,151,184,157,4,44000,1,0,0
"1237001C",4,2,1,30,24,35,35,64,50,127,102,166,130,NA,NA,1,24000,1,0,0
"1237002C",4,2,0,38,23,51,33,96,86,125,115,NA,NA,NA,NA,NA,NA,NA,1,0
"1237003C",4,2,0,NA,NA,32,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1237004C",4,2,0,NA,NA,32,26,77,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"1237005C",4,2,0,NA,NA,NA,NA,98,75,142,133,175,161,199,170,2,45000,1,1,0
"1237006C",4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"1237007C",4,2,0,31,31,41,38,NA,NA,106,117,NA,NA,NA,NA,NA,NA,NA,1,0
"1237008C",4,2,0,NA,NA,NA,NA,82,51,NA,NA,NA,NA,NA,NA,1,28000,1,1,0
"1237009C",4,2,1,NA,NA,32,28,56,50,95,83,NA,NA,NA,NA,1,14000,0,1,0
"1237010C",4,2,0,39,49,46,49,83,80,NA,NA,NA,NA,NA,NA,3,16000,0,1,0
"1237011C",4,2,1,NA,NA,NA,NA,67,44,105,92,138,111,183,132,1,20000,1,1,0
"1237012C",4,2,0,27,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25000,1,NA,NA
"1237013C",4,2,1,NA,NA,NA,NA,57,37,106,64,109,106,NA,NA,2,15000,2,1,0
"1237014C",4,2,1,32,23,40,33,69,55,122,105,147,138,NA,NA,NA,24000,1,1,0
"1237015C",4,2,0,27,20,38,24,47,39,NA,NA,NA,NA,NA,NA,5,80000,2,0,0
"1237016C",4,2,0,32,24,48,37,NA,NA,NA,NA,NA,NA,NA,NA,3,62000,0,0,0
"1237017C",4,2,1,24,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11000,0,NA,NA
"1237018C",4,2,1,NA,16,NA,21,48,40,92,70,146,104,177,120,1,18000,0,1,0
"1237019C",4,2,0,27,22,44,27,74,58,NA,NA,NA,NA,NA,NA,1,40000,1,0,0
"1237020C",4,2,1,34,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27000,0,NA,NA
"1237021C",4,2,1,NA,17,37,30,67,40,106,103,NA,NA,NA,NA,3,20000,0,1,0
"1237022C",4,2,0,28,17,35,31,74,55,145,135,168,159,193,152,2,50000,1,0,0
"1237024C",4,2,1,48,38,54,42,78,62,127,120,176,141,192,142,1,60000,1,0,0
"1238001C",4,2,0,41,47,59,68,69,77,139,144,NA,NA,196,169,1,12000,1,1,0
"1238002C",4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"1238003C",4,2,1,NA,NA,39,35,48,54,104,90,162,136,186,150,NA,NA,NA,1,0
"1238004C",4,2,1,37,25,41,32,76,73,123,116,147,131,NA,NA,NA,NA,NA,1,0
"1238005C",4,2,1,33,24,45,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"1238006C",4,2,0,39,28,48,40,66,68,NA,NA,NA,NA,NA,NA,1,12000,1,1,0
"1238007C",4,2,1,NA,NA,NA,NA,43,34,88,64,107,106,NA,NA,1,8000,1,1,0
"1238008C",4,2,1,NA,NA,56,34,NA,NA,155,130,193,153,NA,NA,1,3000,1,1,0
"1238009C",4,2,0,32,17,45,22,57,48,123,90,NA,NA,NA,NA,NA,NA,NA,1,0
"1238010C",4,2,0,31,21,42,34,74,59,NA,NA,NA,NA,NA,NA,NA,43000,0,1,0
"1238011C",4,2,0,NA,19,48,24,74,42,109,73,127,119,NA,NA,1,38000,0,1,0
"1238012C",4,2,0,NA,27,52,31,67,54,119,85,181,142,194,157,4,12000,0,1,0
"1238013C",4,2,1,NA,19,34,28,63,49,NA,NA,NA,NA,NA,NA,1,24000,0,1,0
"1238014C",4,2,0,NA,21,41,31,65,47,126,78,NA,NA,NA,NA,1,23000,0,1,0
"1238015C",4,2,1,NA,19,NA,28,67,49,126,99,NA,NA,189,152,4,9000,1,1,0
"1238016C",4,2,1,NA,22,NA,27,NA,57,104,88,140,134,188,163,1,18000,1,1,0
"1238017C",4,2,1,NA,17,NA,20,67,44,108,51,128,86,136,108,1,18000,0,1,0
"1238018C",4,2,0,NA,15,NA,31,NA,61,120,115,144,138,180,157,1,8800,0,1,0
"1238019C",4,2,1,NA,17,42,23,49,40,NA,NA,NA,NA,NA,NA,1,35000,0,1,0
"1238020C",4,2,0,29,16,36,29,66,43,115,73,119,105,113,79,1,14500,0,1,0
"1238021C",4,2,0,NA,18,NA,21,NA,NA,105,91,NA,NA,NA,NA,1,20000,0,1,0
"1238022C",4,2,1,NA,20,NA,25,NA,45,93,67,110,98,158,115,2,29000,0,1,0
"1238023C",4,2,0,NA,21,46,25,66,45,92,82,NA,NA,NA,NA,1,30000,0,1,0
"1239001C",4,2,1,79,34,125,55,158,103,168,134,196,162,202,169,2,1e+05,2,0,0
"1239002C",4,2,0,31,24,47,35,94,86,148,113,181,144,182,159,1,60000,1,0,0
"1239003C",4,2,1,44,37,52,54,NA,NA,NA,NA,NA,NA,NA,NA,3,55000,1,0,0
"1239005C",4,2,0,35,34,42,51,68,100,NA,NA,NA,NA,NA,NA,1,70000,2,0,0
"1239006C",4,2,1,36,25,51,37,90,60,NA,NA,NA,NA,NA,NA,1,1e+05,1,0,0
"1239007C",4,2,1,NA,NA,55,33,88,52,NA,NA,NA,NA,NA,NA,1,1e+05,2,0,0
"1239008C",4,2,1,38,29,55,46,103,63,140,106,174,134,189,153,1,54000,1,0,0
"1239009C",4,2,0,31,32,45,44,79,89,127,116,167,145,158,146,1,40000,2,0,0
"1239010C",4,2,0,26,22,33,36,69,61,138,108,143,128,179,132,1,70000,2,0,0
"1239011C",4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,1,NA,0
"1239012C",4,2,0,33,38,46,46,98,92,118,118,NA,NA,NA,NA,1,2e+05,0,0,0
"1239013C",4,2,1,29,21,39,28,61,50,108,70,145,104,136,128,1,36000,0,0,0
"1239018C",4,2,1,31,30,51,41,NA,NA,NA,NA,NA,NA,NA,NA,1,75000,1,0,0
"1239019C",4,2,0,48,38,53,48,78,77,127,130,NA,NA,NA,NA,1,50000,1,0,0
"1239020C",4,2,1,NA,NA,44,41,60,52,85,65,106,94,125,116,4,35000,1,0,0
"1239021C",4,2,0,96,58,122,84,NA,NA,NA,NA,NA,NA,NA,NA,1,104000,2,0,0
"1239022C",4,2,1,35,27,48,46,67,63,NA,NA,NA,NA,NA,NA,3,75000,1,0,0
"1239024C",4,2,0,37,38,51,48,NA,NA,NA,NA,NA,NA,NA,NA,1,70000,1,0,0
"1241001C",4,2,0,32,25,43,37,95,62,127,92,143,116,NA,NA,NA,30000,1,0,1
"1241002C",4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50000,1,NA,1
"1241003C",4,2,0,26,14,32,26,NA,NA,NA,NA,NA,NA,NA,NA,2,30000,1,1,1
"1241004C",4,2,1,32,27,41,45,58,64,126,124,180,140,185,157,2,55000,1,0,1
"1241005C",4,2,1,36,24,NA,NA,63,55,NA,NA,NA,NA,NA,NA,NA,75000,0,NA,NA
"1241006C",4,2,1,33,27,47,33,76,67,127,99,147,116,NA,NA,4,55000,1,0,1
"1241007C",4,2,0,46,32,46,42,80,64,156,133,175,134,201,162,3,35000,2,0,1
"1241008C",4,2,1,32,29,38,40,75,67,147,105,179,129,192,141,1,48000,1,0,1
"1241009C",4,2,1,34,36,48,59,87,92,147,131,NA,NA,NA,NA,1,27000,0,0,1
"1241010C",4,2,1,47,35,58,50,120,93,166,131,194,165,NA,NA,1,19411,1,0,1
"1241011C",4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30000,1,NA,1
"1241012C",4,2,1,28,23,36,39,58,49,NA,NA,NA,NA,NA,NA,1,27000,0,0,1
"1241014C",4,2,0,25,22,35,30,51,45,154,114,NA,NA,NA,NA,1,17000,1,0,1
"1241015C",4,2,0,51,39,67,45,120,102,147,138,167,142,NA,NA,1,90000,1,0,1
"1241016C",4,2,0,26,24,33,43,66,64,107,88,124,118,155,125,1,60000,1,0,1
"1241017C",4,2,0,24,15,25,29,NA,NA,NA,NA,NA,NA,NA,NA,1,60000,1,0,1
"1241018C",4,2,0,28,21,33,30,66,57,126,91,NA,NA,NA,NA,1,60000,1,0,1
"1241019C",4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3500,0,NA,1
"1241020C",4,2,1,36,24,42,39,73,70,138,97,NA,NA,184,137,3,12000,1,0,1
"1241021C",4,2,1,36,26,44,35,70,63,103,83,136,104,178,142,1,70000,1,0,1
"1241022C",4,2,0,27,15,33,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"1245001C",4,2,0,47,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,80000,1,NA,NA
"1245002C",4,2,1,28,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75000,1,NA,NA
"1245003C",4,2,0,34,38,53,54,110,87,148,151,189,166,200,172,1,80000,2,0,0
"1245004C",4,2,0,24,18,43,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1245005C",4,2,0,46,38,53,50,127,86,170,130,189,151,205,158,1,58000,1,0,0
"1245006C",4,2,0,26,17,36,24,48,41,NA,NA,NA,NA,NA,NA,1,101000,2,0,0
"1245007C",4,2,0,36,35,44,49,65,67,126,104,NA,NA,NA,NA,1,1e+05,0,0,0
"1245008C",4,2,0,44,33,54,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1245009C",4,2,1,32,27,46,37,88,63,148,107,NA,NA,NA,NA,1,70000,1,0,0
"1245010C",4,2,1,45,40,57,42,100,63,146,139,NA,NA,NA,NA,1,95000,2,0,0
"1245011C",4,2,1,42,32,50,42,77,66,148,87,167,124,162,134,4,25000,1,0,0
"1245012C",4,2,0,26,20,34,32,46,51,NA,NA,NA,NA,NA,NA,1,52000,1,0,0
"1245013C",4,2,0,31,24,44,42,68,60,127,104,176,139,NA,NA,1,75000,2,0,0
"1245014C",4,2,1,32,24,45,35,78,62,NA,NA,NA,NA,NA,NA,1,130000,1,0,0
"1245015C",4,2,1,36,23,46,36,71,66,121,92,154,110,199,170,NA,60000,1,0,0
"1245016C",4,2,0,34,24,43,31,56,55,107,99,NA,NA,NA,NA,4,125000,2,0,0
"1245017C",4,2,0,27,20,36,28,88,48,119,75,159,95,143,112,1,120000,1,0,0
"1245018C",4,2,1,44,29,46,41,NA,NA,NA,NA,NA,NA,NA,NA,1,72000,1,0,0
"1245019C",4,2,0,37,28,46,43,105,78,137,117,180,157,NA,NA,1,36000,0,0,0
"1245020C",4,2,0,32,33,53,43,73,71,130,113,147,148,175,159,1,70000,1,0,0
"1245021C",4,2,1,38,36,51,46,92,67,143,102,166,134,172,144,1,60000,1,0,0
"1245022C",4,2,1,35,22,42,47,NA,NA,NA,NA,NA,NA,NA,NA,1,1e+05,2,0,0
"1245023C",4,2,0,34,21,43,39,NA,NA,NA,NA,NA,NA,NA,NA,1,102000,1,0,0
"1245024C",4,2,0,37,24,44,44,67,54,120,97,NA,NA,NA,NA,1,60000,1,0,0
"1246001C",4,2,1,70,61,102,70,NA,NA,NA,NA,NA,NA,NA,NA,2,80000,0,0,0
"1246003C",4,2,1,41,31,61,43,100,70,156,92,183,149,NA,NA,2,60000,1,0,0
"1246004C",4,2,0,NA,22,31,30,58,63,81,76,NA,NA,NA,NA,NA,27000,0,1,0
"1246005C",4,2,0,33,17,45,21,NA,NA,NA,NA,NA,NA,NA,NA,1,23000,0,0,0
"1246007C",4,2,0,48,39,56,52,105,72,142,126,171,138,186,160,1,24000,1,1,0
"1246008C",4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,52000,0,NA,0
"1246009C",4,2,1,38,22,42,42,65,60,105,104,125,131,172,149,5,16000,0,0,0
"1246010C",4,2,0,31,16,29,18,46,38,NA,NA,NA,NA,NA,NA,2,55000,1,0,0
"1246011C",4,2,0,27,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12000,0,NA,0
