"Child_ID","Region","Urbanicity","Gender","C1_Reading","C1_Math","C2_Reading","C2_Math","C4_Reading","C4_Math","C5_Reading","C5_Math","C6_Reading","C6_Math","C7_Reading","C7_Math","P2_Family_Type","WK_Income","Parent_Education","Non_Home_English_Speaker","Full_Time_Program"
"0212008C",1,2,0,33,26,40,41,74,55,99,114,125,137,137,162,2,58000,1,0,1
"0212009C",1,2,0,36,26,40,36,53,80,107,121,NA,NA,NA,NA,1,50000,1,0,1
"0212010C",1,2,1,34,28,48,33,58,55,92,91,NA,NA,NA,NA,1,41000,1,0,1
"0212011C",1,2,1,29,20,40,31,66,60,114,100,157,115,NA,NA,1,58000,1,0,1
"0212012C",1,2,1,36,34,38,39,84,89,128,112,167,137,NA,NA,1,60000,1,0,1
"0212013C",1,2,1,32,21,41,27,60,52,91,77,NA,NA,NA,NA,1,25000,1,0,1
"0212014C",1,2,1,31,32,43,35,61,63,98,83,NA,NA,NA,NA,1,50000,1,0,1
"0212015C",1,2,1,30,15,39,23,48,40,NA,NA,NA,NA,NA,NA,2,60000,1,0,1
"0212016C",1,2,0,31,22,45,29,85,50,112,76,147,118,163,140,1,50000,1,0,1
"0212017C",1,2,1,38,29,47,36,68,64,152,114,172,137,202,137,4,40000,1,0,1
"0212018C",1,2,1,43,33,49,46,65,66,126,108,NA,NA,NA,NA,2,1e+05,1,0,1
"0212019C",1,2,1,34,25,48,36,89,65,121,104,162,130,NA,NA,1,51000,1,0,1
"0212021C",1,2,0,38,31,56,37,98,66,157,80,176,124,184,142,1,150000,2,0,1
"0212022C",1,2,0,30,25,40,47,64,69,106,116,127,160,195,168,4,42000,1,0,1
"0212023C",1,2,1,39,23,60,44,127,58,157,123,178,131,NA,NA,2,65000,1,0,1
"0212024C",1,2,0,28,20,49,33,65,72,106,110,139,132,169,146,1,85000,1,0,1
"0212025C",1,2,1,31,23,41,29,66,66,122,91,157,118,189,152,1,80000,1,0,1
"0213001C",1,2,0,28,18,36,31,59,48,105,132,163,144,182,159,1,30000,0,0,0
"0213002C",1,2,0,64,52,90,78,105,93,NA,NA,187,162,197,171,1,1e+05,2,0,0
"0213003C",1,2,1,41,27,51,32,105,56,129,98,141,129,157,133,1,70000,2,0,0
"0213004C",1,2,0,31,24,40,47,69,66,126,117,163,156,157,157,2,60000,1,0,0
"0213005C",1,2,1,27,18,41,29,63,45,116,81,NA,NA,NA,NA,1,92000,1,1,0
"0213006C",1,2,1,36,33,48,41,90,79,166,101,152,137,182,139,4,80000,1,0,0
"0213007C",1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,65000,1,NA,1
"0213008C",1,2,1,32,24,38,29,87,46,125,71,147,108,NA,NA,1,28000,0,0,0
"0213009C",1,2,1,31,22,37,29,66,42,107,71,132,101,119,107,2,30000,0,0,0
"0213010C",1,2,0,32,22,41,31,89,65,130,104,161,119,168,143,1,63000,1,0,0
"0213012C",1,2,0,40,26,46,33,104,66,124,117,165,140,NA,NA,1,56000,0,0,0
"0213013C",1,2,0,40,36,56,40,102,63,127,121,181,140,195,148,2,20000,1,0,0
"0213014C",1,2,0,35,32,48,49,72,51,127,119,152,126,174,155,1,52000,1,0,0
"0213015C",1,2,1,34,25,45,47,87,65,148,122,NA,NA,NA,NA,1,28000,0,0,0
"0213016C",1,2,1,33,20,41,30,67,47,112,93,167,122,184,141,3,30000,0,0,0
"0213017C",1,2,0,25,20,28,29,65,47,82,78,NA,NA,NA,NA,3,5500,0,0,0
"0213018C",1,2,0,26,15,32,29,63,62,111,108,126,138,161,160,1,40000,1,0,0
"0213019C",1,2,0,29,24,37,30,106,78,NA,NA,NA,NA,NA,NA,1,88000,1,0,0
"0213020C",1,2,0,31,26,44,34,107,56,107,113,155,143,NA,NA,1,30000,0,0,0
"0213021C",1,2,1,25,21,38,28,63,45,119,80,NA,NA,NA,NA,1,47500,0,0,0
"0213022C",1,2,1,39,26,43,37,92,73,149,115,166,141,181,161,1,68000,2,0,0
"0213023C",1,2,1,30,25,39,34,66,47,124,79,127,108,167,121,1,53000,0,0,0
"0213024C",1,2,1,51,43,76,50,126,75,164,123,191,160,206,169,1,45000,0,0,0
"0213025C",1,2,0,27,14,29,14,43,30,79,56,120,92,149,116,1,40000,1,0,0
"0214001C",1,2,0,32,26,40,31,66,72,121,103,NA,NA,181,164,1,60000,1,1,0
"0214002C",1,2,1,33,25,39,35,69,45,177,96,185,144,202,149,1,30000,1,0,0
"0214003C",1,2,1,51,34,56,46,90,70,NA,NA,NA,NA,NA,NA,1,60000,1,0,0
"0214004C",1,2,0,34,26,51,33,89,72,181,127,167,150,194,159,1,48000,0,0,0
"0214005C",1,2,1,34,31,93,33,126,64,167,104,187,135,183,139,2,30000,0,0,0
"0214006C",1,2,1,39,37,45,43,91,83,145,127,NA,NA,NA,NA,1,30000,1,0,0
"0214007C",1,2,0,29,26,38,36,59,61,105,109,126,131,131,143,1,70000,1,0,0
"0214008C",1,2,1,24,16,28,27,46,48,NA,NA,127,120,NA,NA,3,5000,0,0,0
"0214009C",1,2,1,31,19,36,34,59,57,128,97,NA,NA,NA,NA,3,2000,1,0,0
"0214010C",1,2,0,24,16,29,25,39,42,97,91,NA,NA,NA,NA,1,55000,1,0,0
"0214011C",1,2,1,39,26,52,43,91,54,148,89,163,131,168,150,3,2400,0,0,0
"0214012C",1,2,1,24,19,33,28,42,42,94,61,108,74,NA,NA,3,17000,0,0,0
"0214013C",1,2,1,32,24,39,31,NA,NA,NA,NA,NA,NA,NA,NA,3,10000,1,0,0
"0214014C",1,2,1,25,16,33,21,61,56,110,82,151,118,137,122,1,50000,0,0,0
"0214015C",1,2,0,31,28,40,38,74,57,143,126,168,143,188,149,NA,NA,NA,0,0
"0214016C",1,2,0,32,21,45,31,68,47,113,88,167,132,NA,NA,1,45000,1,0,0
"0214017C",1,2,0,31,28,43,40,61,63,103,90,130,138,157,147,1,70000,1,0,0
"0214018C",1,2,0,28,21,35,31,54,85,127,140,166,154,NA,NA,3,10000,1,0,0
"0214019C",1,2,1,37,27,43,34,82,82,147,137,169,142,189,160,1,40000,1,0,0
"0214020C",1,2,0,36,34,38,45,59,75,177,141,184,153,197,163,1,50000,1,0,0
"0214021C",1,2,1,39,22,48,40,71,57,NA,NA,NA,NA,NA,NA,1,63000,1,0,0
"0214022C",1,2,1,43,30,48,35,77,53,109,90,154,136,183,147,1,35000,1,0,0
"0214023C",1,2,1,NA,17,32,23,52,51,105,107,106,132,147,145,1,40000,0,0,0
"0214024C",1,2,0,34,22,35,25,74,58,106,76,119,120,NA,NA,1,40000,1,0,0
"0215001C",1,2,1,47,42,65,48,106,81,147,123,169,153,190,164,1,1e+05,1,0,0
"0215002C",1,2,1,25,16,41,30,70,54,NA,NA,NA,NA,NA,NA,3,20316,0,0,0
"0215003C",1,2,0,32,27,38,43,106,63,NA,NA,NA,NA,NA,NA,3,24000,0,0,0
"0215004C",1,2,1,54,49,72,48,130,84,144,127,181,148,190,164,1,60000,1,0,0
"0215006C",1,2,1,41,29,51,41,90,70,NA,NA,NA,NA,NA,NA,1,1e+05,2,0,0
"0215009C",1,2,0,34,27,52,33,119,78,148,121,NA,NA,NA,NA,3,15400,1,0,0
"0215010C",1,2,1,29,19,38,22,67,49,106,93,161,139,198,161,1,75000,2,0,0
"0215011C",1,2,1,25,18,51,29,82,50,NA,NA,NA,NA,NA,NA,4,27000,0,0,0
"0215012C",1,2,0,35,26,43,39,65,69,126,109,150,141,189,147,1,85000,2,0,0
"0215013C",1,2,0,40,25,50,31,112,79,136,112,165,132,179,161,1,45000,0,0,0
"0215014C",1,2,0,32,22,45,35,103,75,143,102,179,141,NA,NA,4,14000,0,0,0
"0215015C",1,2,1,26,20,37,25,68,48,125,88,148,109,NA,NA,1,25000,1,0,0
"0215016C",1,2,0,NA,NA,49,41,90,66,147,114,NA,NA,NA,NA,1,65000,2,0,0
"0215017C",1,2,1,30,16,36,19,66,39,124,56,137,59,160,102,1,45400,2,0,0
"0215019C",1,2,1,49,35,124,72,143,111,170,146,194,167,208,169,1,55000,1,0,0
"0215020C",1,2,0,36,29,55,47,91,88,148,129,171,160,174,161,1,50000,1,0,0
"0215021C",1,2,0,38,30,51,38,133,82,172,124,182,146,199,156,1,60000,0,0,0
"0215022C",1,2,0,36,26,42,38,103,66,134,114,NA,NA,NA,NA,2,85000,2,0,0
"0215023C",1,2,0,35,24,47,34,92,56,87,89,NA,NA,NA,NA,4,22000,0,0,0
"0215024C",1,2,1,NA,NA,32,20,41,33,71,62,NA,NA,NA,NA,1,32000,1,0,0
"0216001C",1,2,1,34,28,55,43,120,91,160,123,192,143,204,161,1,25000,1,0,1
"0216002C",1,2,1,27,20,44,45,65,56,128,100,NA,NA,NA,NA,4,55000,1,0,1
"0216003C",1,2,0,24,16,38,29,70,52,NA,NA,NA,NA,NA,NA,5,18000,0,0,1
"0216004C",1,2,0,35,37,51,42,120,91,183,133,NA,NA,201,161,1,16351,1,0,1
"0216005C",1,2,1,35,19,44,35,69,58,NA,NA,NA,NA,NA,NA,3,24000,1,0,1
"0216006C",1,2,1,46,34,53,47,98,66,165,112,170,131,189,160,1,45000,1,0,1
"0216007C",1,2,1,35,26,52,42,77,62,124,97,155,118,NA,NA,3,15000,0,0,1
"0216008C",1,2,1,27,22,48,35,76,64,117,114,150,129,172,159,1,40000,1,0,1
"0216009C",1,2,0,24,15,37,18,48,38,102,62,126,65,117,121,1,17000,0,0,1
"0216010C",1,2,0,30,28,46,48,100,73,NA,NA,NA,NA,NA,NA,1,45000,1,0,1
"0216011C",1,2,0,28,15,39,23,55,49,105,56,NA,NA,157,102,3,14560,1,0,1
"0216012C",1,2,0,27,19,37,27,68,57,106,76,NA,NA,NA,NA,1,32500,1,0,1
"0216013C",1,2,1,27,19,36,21,39,42,89,67,NA,NA,NA,NA,2,30000,1,0,1
"0216014C",1,2,0,33,27,43,40,104,92,127,120,148,138,NA,NA,4,7200,1,0,1
"0216015C",1,2,1,33,26,44,41,78,65,133,88,142,121,159,133,1,38000,1,0,1
"0216016C",1,2,0,26,22,36,35,59,59,113,87,118,93,NA,NA,3,400,1,0,1
"0216017C",1,2,1,26,18,43,33,65,57,104,89,146,99,154,129,5,6480,0,0,1
"0216018C",1,2,1,26,17,48,35,83,56,111,77,149,111,NA,NA,2,22000,0,0,1
"0216019C",1,2,1,32,27,46,38,72,61,129,91,150,96,NA,NA,1,50000,1,0,1
"0216020C",1,2,1,30,18,42,20,72,75,NA,NA,NA,NA,NA,NA,3,20000,1,0,1
"0216021C",1,2,0,34,20,41,31,67,46,109,74,123,106,NA,NA,1,30000,1,0,1
"0216022C",1,2,0,25,18,35,32,70,54,107,90,148,104,170,122,3,57000,1,0,1
"0216023C",1,2,0,30,27,51,37,104,68,127,125,166,142,157,167,3,13000,0,0,1
"0216024C",1,2,1,26,18,NA,NA,59,42,NA,NA,NA,NA,NA,NA,NA,12000,1,NA,1
"0219001C",1,2,0,NA,NA,41,40,NA,NA,NA,NA,NA,NA,NA,NA,1,50000,0,0,1
"0219002C",1,2,0,NA,NA,39,40,70,82,126,116,168,141,173,156,2,48000,1,0,1
"0219003C",1,2,1,NA,NA,32,22,66,49,126,66,154,89,166,123,1,47000,1,0,1
"0219005C",1,2,1,NA,NA,41,37,NA,NA,NA,NA,NA,NA,NA,NA,2,40000,0,0,1
"0219006C",1,2,0,NA,NA,48,50,97,78,143,120,170,134,NA,NA,1,26000,1,0,1
"0219007C",1,2,1,NA,NA,44,27,80,68,NA,NA,NA,NA,NA,NA,1,45000,1,0,1
"0219008C",1,2,1,NA,NA,53,61,NA,NA,NA,NA,NA,NA,NA,NA,2,40000,1,0,1
"0219010C",1,2,1,NA,NA,39,39,NA,NA,NA,NA,NA,NA,NA,NA,1,81000,2,0,1
"0219011C",1,2,0,NA,NA,45,57,77,101,124,127,158,145,164,167,1,80000,0,0,1
"0219012C",1,2,1,NA,NA,46,32,NA,NA,NA,NA,NA,NA,NA,NA,1,130000,1,0,1
"0219013C",1,2,1,NA,NA,51,38,NA,NA,NA,NA,NA,NA,NA,NA,4,26000,1,0,1
"0219014C",1,2,1,NA,NA,37,36,NA,NA,NA,NA,NA,NA,NA,NA,1,58000,1,0,1
"0219015C",1,2,1,NA,NA,25,16,NA,NA,NA,NA,NA,NA,NA,NA,1,60000,2,0,1
"0219016C",1,2,1,NA,NA,39,25,49,48,NA,NA,NA,NA,NA,NA,1,65000,1,0,1
"0219018C",1,2,1,NA,NA,38,25,68,36,91,62,NA,NA,NA,NA,NA,NA,NA,0,1
"0219019C",1,2,0,NA,NA,41,29,NA,NA,NA,NA,NA,NA,NA,NA,1,85000,1,0,1
"0219021C",1,2,0,NA,NA,38,40,NA,NA,NA,NA,NA,NA,NA,NA,1,65000,1,0,1
"0219023C",1,2,0,NA,NA,44,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"0219024C",1,2,0,NA,NA,53,46,109,99,164,144,NA,NA,NA,NA,1,105000,1,0,1
"0220001C",1,2,1,34,28,48,42,94,84,161,118,176,141,200,150,2,31000,1,0,1
"0220002C",1,2,0,30,25,46,32,92,75,131,115,152,131,NA,NA,1,45000,0,0,1
"0220003C",1,2,0,31,28,43,42,75,64,126,117,NA,NA,NA,NA,2,44000,2,0,1
"0220004C",1,2,1,46,35,53,43,90,83,169,114,NA,NA,NA,NA,1,96000,2,0,1
"0220005C",1,2,1,28,27,46,27,64,43,148,73,NA,NA,NA,NA,1,91000,1,0,1
"0220007C",1,2,1,35,35,44,49,78,84,172,139,189,143,201,161,1,43000,1,0,1
"0220008C",1,2,1,38,29,52,48,85,73,160,116,176,126,208,166,1,58000,1,0,1
"0220009C",1,2,1,39,20,41,25,66,61,126,67,166,102,167,124,1,54000,1,0,1
"0220011C",1,2,0,35,35,50,52,128,89,144,118,175,145,188,162,1,65000,1,0,1
"0220013C",1,2,1,32,29,44,38,83,56,146,88,NA,NA,NA,NA,1,85000,2,0,1
"0220014C",1,2,0,27,22,40,34,72,55,NA,NA,153,118,NA,NA,1,32000,1,0,1
"0220016C",1,2,1,39,31,49,40,71,75,146,116,NA,NA,NA,NA,1,60000,2,0,1
"0220020C",1,2,1,39,33,43,41,86,71,160,109,182,119,191,135,1,70000,1,0,1
"0220021C",1,2,1,31,19,39,26,70,54,86,75,NA,NA,NA,NA,1,45000,0,0,NA
"0223001C",1,2,0,80,63,98,77,122,123,150,145,173,161,NA,NA,1,35000,1,0,0
"0223003C",1,2,0,34,27,49,39,103,61,168,124,171,152,NA,NA,1,30000,2,0,0
"0223004C",1,2,0,31,43,42,45,106,79,158,136,181,161,NA,NA,2,30000,0,0,0
"0223005C",1,2,1,27,23,38,31,NA,NA,NA,NA,NA,NA,NA,NA,1,60000,0,0,0
"0223006C",1,2,1,31,19,40,32,NA,NA,NA,NA,NA,NA,NA,NA,1,45000,2,0,0
"0223007C",1,2,1,45,39,45,49,NA,NA,NA,NA,NA,NA,NA,NA,4,35400,1,0,0
"0223008C",1,2,0,36,28,37,38,NA,NA,NA,NA,NA,NA,NA,NA,3,7500,1,0,NA
"0223009C",1,2,0,29,23,30,27,53,44,72,77,106,120,128,125,1,80000,1,0,0
"0223010C",1,2,1,43,29,49,38,68,61,138,108,NA,NA,NA,NA,1,32000,2,0,0
"0223011C",1,2,1,32,24,41,26,83,48,109,97,134,125,144,140,1,46500,2,0,0
"0223012C",1,2,0,45,29,47,36,76,74,166,131,174,158,197,149,2,50000,1,0,0
"0223013C",1,2,0,46,31,61,68,117,86,NA,NA,NA,NA,NA,NA,1,58000,1,0,0
"0223015C",1,2,0,28,12,30,14,37,31,72,49,88,77,88,73,NA,45000,0,0,0
"0223017C",1,2,0,34,25,44,39,89,60,156,116,NA,NA,NA,NA,1,55000,0,0,0
"0223018C",1,2,0,29,28,37,35,41,43,112,106,150,152,165,157,1,82000,1,0,0
"0223019C",1,2,0,28,25,43,40,74,66,126,128,179,160,195,151,1,52000,1,0,0
"0223020C",1,2,0,31,19,41,33,67,48,112,91,150,118,NA,NA,1,68000,1,0,0
"0223021C",1,2,1,40,35,53,49,97,107,132,135,168,153,185,169,1,102000,1,0,0
"0223022C",1,2,0,30,30,44,46,NA,NA,NA,NA,NA,NA,NA,NA,2,50000,1,0,0
"0223023C",1,2,1,40,32,48,46,77,86,166,143,184,155,190,147,3,44000,0,0,0
"0223024C",1,2,0,49,73,52,83,105,110,168,148,192,166,202,166,1,90000,2,0,0
"0223025C",1,2,0,28,22,36,34,60,49,149,116,NA,NA,NA,NA,1,55000,0,0,0
"0224001C",1,2,1,28,22,39,21,76,42,NA,NA,NA,NA,NA,NA,1,25000,1,0,0
"0224002C",1,2,0,40,31,50,46,75,78,126,108,168,121,190,137,4,26000,1,0,0
"0224003C",1,2,1,36,26,43,41,75,67,NA,NA,NA,NA,NA,NA,1,184000,2,0,0
"0224004C",1,2,1,32,19,36,24,66,41,106,57,147,86,155,106,1,37000,0,0,0
"0224005C",1,2,1,38,26,51,41,NA,NA,NA,NA,NA,NA,NA,NA,1,110000,1,0,0
"0224006C",1,2,1,36,22,44,41,100,71,NA,NA,NA,NA,NA,NA,1,150000,2,0,0
"0224007C",1,2,1,36,28,48,41,88,82,NA,NA,NA,NA,NA,NA,1,110000,1,0,0
"0224008C",1,2,1,31,33,47,43,103,65,146,115,182,139,197,165,1,180000,2,0,0
"0224009C",1,2,0,35,31,42,44,NA,NA,NA,NA,NA,NA,NA,NA,1,20000,0,0,0
"0224010C",1,2,1,41,32,54,42,99,57,NA,NA,NA,NA,NA,NA,1,41000,2,0,0
"0224011C",1,2,1,40,25,51,39,NA,NA,NA,NA,NA,NA,NA,NA,1,60000,2,0,0
"0224013C",1,2,0,35,23,47,48,95,83,NA,NA,NA,NA,NA,NA,4,11800,1,0,0
"0224014C",1,2,0,31,17,41,23,87,36,98,63,119,85,123,112,1,70000,1,0,0
"0224015C",1,2,1,35,26,41,31,78,64,NA,NA,NA,NA,NA,NA,1,150000,2,0,0
"0227001C",1,3,0,32,21,40,27,67,55,150,91,144,139,NA,NA,1,27000,0,0,0
"0227002C",1,3,0,28,18,37,26,65,49,106,89,165,117,177,148,1,110000,0,0,0
"0227003C",1,3,0,27,28,37,45,73,65,154,131,170,152,NA,NA,3,80000,0,0,0
"0227004C",1,3,0,33,19,41,25,91,58,151,121,188,156,NA,NA,1,80000,2,0,0
"0227005C",1,3,0,26,18,31,27,56,60,107,104,146,144,174,157,1,35000,1,0,0
"0227006C",1,3,1,35,22,36,33,76,64,138,90,166,130,191,161,2,43000,1,0,0
"0227007C",1,3,0,26,19,38,25,66,54,NA,NA,NA,NA,NA,NA,3,33000,1,0,0
"0227008C",1,3,0,34,43,48,71,88,91,147,134,181,153,191,157,1,68000,1,0,0
"0227009C",1,3,1,28,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32000,0,NA,NA
"0227010C",1,3,0,34,36,86,51,141,93,180,144,197,161,203,171,1,50000,1,0,0
"0227011C",1,3,1,35,28,38,36,57,64,NA,NA,NA,NA,NA,NA,2,37000,1,0,0
"0227012C",1,3,1,25,14,36,19,72,34,109,57,147,88,159,104,1,35000,0,0,0
"0227013C",1,3,0,23,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"0227014C",1,3,0,41,46,50,61,104,86,171,131,194,160,194,169,1,1e+05,2,0,0
"0227015C",1,3,0,35,24,43,40,72,63,148,118,182,143,194,165,1,19000,1,0,0
"0227016C",1,3,0,28,24,40,29,58,49,87,67,124,130,139,151,3,50000,1,0,0
"0227017C",1,3,1,37,29,48,41,92,61,145,114,NA,NA,NA,NA,1,43000,1,0,0
"0227018C",1,3,0,34,34,49,44,66,62,126,105,153,142,195,159,1,45000,0,0,0
"0227019C",1,3,1,41,28,54,38,120,64,173,107,192,151,195,168,1,38000,1,0,0
"0227020C",1,3,1,33,34,65,40,NA,NA,NA,NA,NA,NA,NA,NA,1,50000,1,0,0
"0227021C",1,3,1,27,19,40,24,68,45,98,67,131,98,99,90,1,30000,0,0,0
"0227022C",1,3,0,25,18,35,23,49,39,80,58,99,68,102,102,1,48000,0,0,0
"0227023C",1,3,0,35,31,48,51,121,82,145,117,166,149,196,157,2,38000,1,0,0
"0227024C",1,3,0,39,23,40,33,83,57,122,87,166,126,173,157,1,27000,0,0,0
"0227025C",1,3,1,33,32,39,47,67,74,155,116,182,142,200,161,1,50000,1,0,0
"0228001C",1,3,1,33,24,42,34,67,53,105,78,NA,NA,NA,NA,1,32000,1,0,1
"0228002C",1,3,0,38,21,51,26,NA,NA,NA,NA,NA,NA,NA,NA,1,38000,1,0,1
"0228003C",1,3,1,40,35,52,41,NA,NA,NA,NA,NA,NA,NA,NA,1,60000,1,0,1
"0228005C",1,3,0,34,27,37,30,61,63,127,103,156,139,201,148,4,75000,1,0,1
"0228006C",1,3,0,38,19,41,24,57,62,NA,NA,NA,NA,NA,NA,1,75000,0,0,1
"0228007C",1,3,0,44,35,54,39,89,72,140,118,166,139,191,161,1,30000,1,0,1
"0228008C",1,3,0,33,28,41,34,66,60,NA,NA,NA,NA,NA,NA,1,40000,1,0,1
"0228009C",1,3,0,40,39,49,44,NA,NA,NA,NA,NA,NA,NA,NA,1,83000,1,0,1
"0228010C",1,3,0,NA,NA,41,30,NA,NA,NA,NA,NA,NA,NA,NA,1,34000,0,0,1
"0228011C",1,3,0,49,42,65,46,87,83,167,104,NA,NA,NA,NA,2,70000,2,0,1
"0228012C",1,3,0,28,24,42,41,69,89,129,107,164,142,205,161,1,45000,0,0,1
"0228014C",1,3,0,35,27,45,32,58,58,NA,NA,NA,NA,NA,NA,1,35000,0,0,1
"0228016C",1,3,0,33,29,41,39,82,67,145,105,NA,NA,NA,NA,1,35000,0,0,1
"0228017C",1,3,0,39,46,58,47,103,76,NA,NA,NA,NA,NA,NA,1,50000,1,0,1
"0228018C",1,3,1,40,29,50,46,66,74,126,107,NA,NA,NA,NA,1,54000,1,0,1
"0228019C",1,3,1,45,29,50,32,77,51,126,104,175,129,194,146,1,65000,1,0,1
"0228020C",1,3,1,35,23,43,32,81,67,106,79,NA,NA,NA,NA,1,45000,1,0,1
"0228021C",1,3,1,23,19,30,25,48,57,80,73,103,103,140,118,1,35000,1,0,1
"0228022C",1,3,1,46,41,59,54,93,94,146,118,NA,NA,NA,NA,1,62000,1,0,1
"0228023C",1,3,1,33,21,42,30,73,63,133,95,170,133,201,168,1,24000,1,0,1
"0229001C",1,3,1,34,23,44,36,65,46,122,106,149,133,165,145,1,40000,1,0,0
"0229003C",1,3,1,33,16,37,27,52,31,87,56,125,56,140,80,1,33000,0,0,0
"0229004C",1,3,1,106,40,121,52,NA,NA,NA,NA,NA,NA,NA,NA,1,70000,1,0,0
"0229005C",1,3,0,41,33,71,63,122,94,150,130,179,144,188,154,2,35000,0,0,0
"0229006C",1,3,0,40,41,52,61,85,69,137,118,150,159,190,166,1,90000,2,0,0
"0229007C",1,3,1,34,22,36,30,49,50,103,86,116,114,NA,NA,1,80000,2,0,0
"0229008C",1,3,1,33,21,46,38,67,61,129,95,156,124,192,149,1,1e+05,1,0,0
"0229011C",1,3,0,28,27,46,40,64,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"0229012C",1,3,1,29,25,44,40,62,66,115,120,150,145,169,151,1,85000,1,0,0
"0229013C",1,3,1,34,23,50,40,74,64,128,103,147,130,181,138,1,60000,2,0,0
"0229014C",1,3,0,37,34,48,55,92,91,152,155,172,162,197,170,1,52000,1,0,0
"0229015C",1,3,0,42,40,52,64,73,85,148,103,165,135,173,143,1,75000,2,0,0
"0229016C",1,3,0,30,28,46,42,78,78,165,112,180,131,191,149,1,90000,0,0,0
"0229017C",1,3,0,44,41,53,73,98,92,124,127,147,154,171,168,1,75000,2,0,0
"0229018C",1,3,1,48,38,66,49,NA,NA,NA,NA,NA,NA,NA,NA,1,37000,2,0,0
"0229019C",1,3,1,30,24,46,41,69,66,108,109,126,123,121,138,3,3000,1,0,0
"0229020C",1,3,0,26,21,32,27,75,43,NA,NA,NA,NA,161,120,3,30000,1,0,0
"0229021C",1,3,1,26,20,40,35,70,69,105,78,NA,NA,NA,NA,1,29000,1,0,0
"0229022C",1,3,0,36,26,41,39,74,76,121,100,147,122,159,128,3,25000,0,0,0
"0229023C",1,3,1,26,13,29,15,34,23,67,43,85,67,NA,NA,1,24000,0,0,0
"0229024C",1,3,1,58,40,66,54,126,75,183,132,196,146,206,155,1,45000,1,0,0
"0231001C",1,3,1,47,42,57,64,112,102,175,152,192,162,204,172,1,1e+05,2,0,0
"0231002C",1,3,1,40,38,47,34,NA,NA,NA,NA,NA,NA,NA,NA,1,18000,1,0,0
"0231003C",1,3,0,26,26,36,31,NA,NA,NA,NA,NA,NA,NA,NA,3,14000,0,0,0
"0231004C",1,3,1,68,42,84,58,120,82,NA,NA,NA,NA,NA,NA,1,77000,2,0,0
"0231005C",1,3,1,28,19,39,23,69,59,104,94,NA,NA,NA,NA,1,32000,0,0,0
"0231006C",1,3,0,34,26,39,39,63,57,128,102,144,139,169,148,1,60000,1,0,0
"0231007C",1,3,0,31,28,48,34,69,67,138,111,181,136,186,157,1,25000,1,0,0
"0231008C",1,3,0,27,18,33,20,40,25,64,50,93,51,105,68,2,11356,0,0,0
"0231009C",1,3,0,42,39,49,46,NA,NA,NA,NA,NA,NA,NA,NA,3,35000,0,0,0
"0231010C",1,3,0,39,31,53,44,86,87,149,116,170,140,189,164,1,60000,2,0,0
"0231011C",1,3,0,32,30,76,39,118,66,132,113,147,146,176,163,1,22000,0,0,0
"0231012C",1,3,0,26,19,44,32,51,67,85,86,125,109,122,83,4,600,0,0,0
"0231013C",1,3,0,26,19,36,28,64,89,127,107,NA,NA,NA,NA,3,14000,1,0,0
"0231014C",1,3,1,31,16,41,24,NA,NA,NA,NA,NA,NA,NA,NA,1,42000,1,0,0
"0231015C",1,3,0,38,31,47,30,64,72,106,108,123,144,167,141,1,45000,1,0,0
"0231016C",1,3,1,37,37,48,49,75,81,144,127,169,157,187,164,3,68000,1,0,0
"0231018C",1,3,1,31,21,41,26,60,42,NA,NA,NA,NA,NA,NA,1,11000,0,0,0
"0231019C",1,3,0,34,23,40,32,53,56,128,101,151,137,162,143,3,13000,0,0,0
"0231020C",1,3,0,31,28,52,37,NA,NA,NA,NA,NA,NA,NA,NA,3,28000,1,0,NA
"0231021C",1,3,0,38,18,51,26,81,56,118,64,159,89,146,115,5,25000,1,0,0
"0231022C",1,3,0,30,15,34,22,38,35,NA,NA,NA,NA,NA,NA,1,20000,0,0,0
"0231023C",1,3,1,26,19,44,23,56,41,84,66,104,70,NA,NA,2,13000,0,0,0
"0231024C",1,3,0,30,19,39,27,58,56,106,77,129,130,147,152,1,60000,1,0,0
"0231025C",1,3,0,34,21,39,31,NA,NA,NA,NA,NA,NA,NA,NA,3,14000,0,0,0
"0231026C",1,3,0,28,20,41,37,71,77,145,119,NA,NA,NA,NA,1,32000,0,0,0
"0239001C",2,1,1,27,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0239002C",2,1,0,34,28,37,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,14000,0,0,0
"0239003C",2,1,1,25,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0239004C",2,1,1,NA,NA,43,42,67,76,NA,NA,NA,NA,NA,NA,4,6000,0,0,0
"0239005C",2,1,0,31,18,37,29,61,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"0239006C",2,1,1,30,18,38,24,46,45,NA,NA,NA,NA,NA,NA,3,50000,0,0,0
